timestamp,Above 45,Above 50,Above 55,Above 60,Above 65,Above 70,Above 75,Above 80,Above 82,Above 85,Above 86,Above 87,Above 88,Above 89,Above 90,Above 92,Above 95
2025-03-22T00:00:00Z,74.85,,,49.70,,,37.32,,,,,,,,,,
2025-03-23T00:00:00Z,83.65,,,51.43,,,29.71,,,,,,,,,,
2025-03-24T00:00:00Z,84.93,,,56.58,,,32.07,,,,,,,,11.24,,
2025-03-25T00:00:00Z,79.27,,,61.49,,,31.58,,,,,,,,8.00,,
2025-03-26T00:00:00Z,86.00,,,67.02,,,34.62,,,,,,,,8.00,,
2025-03-27T00:00:00Z,86.00,,,71.00,,,37.79,,,,,,,,12.13,,
2025-03-28T00:00:00Z,81.91,,,68.75,,,40.41,,,,,,,,12.13,,
2025-03-29T00:00:00Z,85.97,,,69.63,,,40.91,,,,,,,,8.00,,
2025-03-30T00:00:00Z,86.99,,,70.00,,,41.16,,,,,,,,8.00,,
2025-04-01T00:00:00Z,81.77,,,70.88,,,41.16,,,,,,,,8.00,,
2025-04-02T00:00:00Z,87.35,,,73.00,,,41.16,,,,,,,,8.00,,
2025-04-03T00:00:00Z,82.84,,,65.19,,,45.00,,,,,,,,7.00,,
2025-04-04T00:00:00Z,87.00,,,71.84,,,41.00,,,,,,,,7.00,,
2025-04-05T00:00:00Z,87.73,,,71.54,,,44.08,,,,,,,,7.75,,
2025-04-06T00:00:00Z,89.00,84.00,,72.92,,,45.17,31.00,,,,,,,5.14,,
2025-04-07T00:00:00Z,89.00,84.00,,72.92,64.00,54.17,46.22,31.00,,,,,,,7.62,,
2025-04-08T00:00:00Z,91.00,84.00,,75.31,67.30,55.03,49.02,29.96,,,,,,,7.62,,
2025-04-09T00:00:00Z,91.00,91.81,88.00,85.83,74.43,60.89,54.69,34.40,,19.27,,,,,7.00,,
2025-04-10T00:00:00Z,88.10,90.96,91.00,85.00,79.00,63.64,55.91,39.00,,23.77,,,,,7.84,,
2025-04-11T00:00:00Z,94.98,94.00,92.38,91.88,81.11,69.93,63.22,50.13,,33.85,,,,,11.80,,
2025-04-12T00:00:00Z,94.98,94.00,92.38,91.88,87.47,81.54,68.73,59.38,,31.88,,,,,13.49,,
2025-04-13T00:00:00Z,98.00,94.00,92.38,87.44,87.47,84.00,68.08,56.96,,32.77,,,,,14.08,,
2025-04-14T00:00:00Z,94.66,94.00,92.38,91.98,87.47,83.60,68.08,56.29,,38.19,,,,,12.73,,
2025-04-15T00:00:00Z,94.66,95.00,91.80,92.00,82.25,76.80,72.33,59.88,,41.48,,,,,12.73,,
2025-04-16T00:00:00Z,97.00,95.00,91.80,92.00,82.05,76.80,71.05,59.98,,41.16,,,,,15.17,,
2025-04-17T00:00:00Z,97.00,95.00,91.80,92.00,90.00,76.80,70.10,59.78,,40.41,,,,,15.34,,
2025-04-18T00:00:00Z,97.00,95.00,91.80,92.00,91.00,76.80,71.44,60.24,,42.15,,,,,15.75,,
2025-04-19T00:00:00Z,98.00,95.00,91.80,92.00,82.00,79.93,81.99,65.40,,44.56,,,,,14.87,,
2025-04-20T00:00:00Z,98.00,95.00,93.57,88.96,84.45,86.14,79.26,63.58,,46.00,,,,,16.27,,
2025-04-21T00:00:00Z,98.00,95.00,93.57,94.10,84.45,85.38,76.31,60.80,,46.00,,,,,14.53,,
2025-04-22T00:00:00Z,98.60,95.00,97.34,90.57,83.53,84.10,76.68,64.89,,45.27,,,,,19.33,,
2025-04-23T00:00:00Z,97.00,99.00,98.00,90.00,83.53,86.58,82.64,69.19,,48.10,,,,,21.95,,8.67
2025-04-24T00:00:00Z,97.00,96.98,97.09,92.47,94.48,84.95,76.47,63.58,,42.81,,,,,17.94,,5.94
2025-04-25T00:00:00Z,97.00,96.98,99.00,97.20,94.50,83.17,77.27,59.25,,42.92,,,,,14.97,,5.94
2025-04-26T00:00:00Z,97.00,96.98,99.00,97.20,94.50,87.98,79.87,60.86,,41.21,,,,,14.71,,5.00
2025-04-27T00:00:00Z,97.00,96.98,99.00,95.00,94.50,88.69,81.01,60.69,,42.01,,,,,16.09,,5.00
2025-04-28T00:00:00Z,97.00,99.00,97.00,95.95,96.82,86.07,79.11,59.41,,38.37,,,,,14.56,,5.00
2025-04-29T00:00:00Z,99.00,98.20,97.00,95.95,93.49,87.41,78.95,56.09,,37.86,,,,,14.39,,4.62
2025-04-30T00:00:00Z,99.00,98.20,99.00,99.00,98.64,97.82,93.04,76.26,75.28,50.87,,20.89,,,11.11,1.00,2.86
2025-05-01T00:00:00Z,99.00,98.20,99.00,99.00,99.00,99.00,98.96,97.92,90.56,77.32,,57.02,,47.35,8.89,1.00,1.00
2025-05-02T00:00:00Z,99.00,99.00,99.00,99.00,99.00,99.00,99.00,98.99,98.93,93.74,,87.63,74.49,39.57,11.16,1.00,1.00
2025-05-03T00:00:00Z,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,95.43,90.15,81.65,49.60,5.42,1.17,1.00,1.00
2025-05-04T00:00:00Z,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,98.95,90.15,89.67,25.87,2.06,1.00,1.00,1.00
2025-05-05T00:00:00Z,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,95.05,19.05,1.00,1.00,1.00,1.00
