timestamp,Above 0,Above 5,Above 10,Above 15,Above 20,Above 25,Above 30,Above 35,Above 40,Above 45,Above 48,Above 50,Above 52,Above 55,Above 57,Above 60,Above 65,Above 70,Above 75,Above 80,Above 85,Above 90,Above 95
2025-02-19T16:00:00Z,,,,,,,,,,69.83,,49.16,,46.55,,39.86,,1.00,,25.00,,,
2025-02-19T17:00:00Z,,,,,,,,,,58.40,,32.00,,46.55,,39.86,,1.00,,25.00,,,
2025-02-19T18:00:00Z,,,,,,,,,,58.93,,31.00,,46.55,,20.00,,1.00,,25.00,,,
2025-02-19T19:00:00Z,,,,,,,,,,52.75,,32.00,,34.00,,20.46,,2.00,,25.00,,,
2025-02-19T20:00:00Z,,,,,,,,,,56.00,,32.00,,34.00,,20.46,,2.00,,25.00,,,
2025-02-19T21:00:00Z,,,,,,,,,,56.00,,24.00,,34.00,,16.00,,2.00,,25.00,,,
2025-02-19T22:00:00Z,,,,,,,,,,58.00,,24.00,,34.00,,16.00,,2.00,,25.00,,,
2025-02-19T23:00:00Z,,,,,,,,,,58.00,,24.00,,34.00,,24.00,,2.00,,25.00,,,
2025-02-20T00:00:00Z,,,,,,,,,,58.68,,30.00,,34.00,,24.36,,20.88,,25.00,,,
2025-02-20T01:00:00Z,,,,,,,,,,58.78,,31.00,,34.00,,18.14,,20.88,1.00,25.00,,,
2025-02-20T02:00:00Z,,,,,,,,,,58.78,,29.77,,34.00,,6.00,,20.88,1.00,25.00,,,
2025-02-20T03:00:00Z,,,,,,,,,,58.31,,32.68,,34.00,,6.00,,20.88,1.00,25.00,,,
2025-02-20T04:00:00Z,,,,,,,,,,58.00,,33.12,,34.00,,6.00,,20.88,1.00,25.00,,,
2025-02-20T05:00:00Z,,,,,,,,,,55.00,,33.12,,34.00,,6.00,,20.88,1.00,25.00,,,
2025-02-20T06:00:00Z,,,,,,,,,,55.00,,33.12,,34.00,,8.00,,20.88,1.00,25.00,,,
2025-02-20T14:00:00Z,,,,,,,,,,55.00,,34.00,,34.00,,8.00,,20.88,1.00,25.00,,,
2025-02-20T16:00:00Z,,,,,,,,,,59.00,,31.00,,34.00,,8.00,,20.88,1.00,25.00,,,
2025-02-20T17:00:00Z,,,,,,,,,,59.00,,33.70,,34.00,,8.00,,20.88,1.00,25.00,,,
2025-02-20T18:00:00Z,,,,,,,,,,59.00,,34.00,,34.00,,22.37,,20.88,1.00,25.00,,,
2025-02-20T19:00:00Z,,,,,,,,,,59.08,,34.00,,34.00,,22.37,,20.88,1.00,25.00,,,
2025-02-20T20:00:00Z,,,,,,,,,,32.45,,34.00,,34.00,,22.37,,20.88,1.00,25.00,,,
2025-02-20T21:00:00Z,,,,,,,,,,48.00,,31.25,,34.00,,22.37,,21.00,1.00,25.00,,,
2025-02-20T22:00:00Z,,,,,,,,,,33.09,,33.52,,34.00,,22.37,,21.00,1.00,25.00,,,
2025-02-20T23:00:00Z,,,,,,,,,,56.78,,34.00,,34.00,,22.37,,21.00,1.00,25.00,,,
2025-02-21T00:00:00Z,,,,,,,,,,56.78,,34.00,,34.00,,22.28,34.00,21.00,1.00,25.00,,,
2025-02-21T01:00:00Z,,,,,,,,,,56.78,,34.00,,34.00,,23.00,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T02:00:00Z,,,,,,,,,,56.78,,34.00,,34.00,,34.29,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T03:00:00Z,,,,,,,,,70.00,50.48,,34.00,,34.00,,34.29,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T04:00:00Z,,,,,,,,,70.00,54.44,,27.00,,34.00,,34.29,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T05:00:00Z,,,,,,,,,70.00,51.00,,27.00,,34.00,,34.29,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T06:00:00Z,,,,,,,,,70.00,58.00,,43.23,,34.00,,33.00,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T08:00:00Z,,,,,,,,,70.00,62.29,,43.23,,34.00,,33.00,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T14:00:00Z,,,,,,,,,70.00,62.29,,43.23,,33.00,,33.00,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T15:00:00Z,,,,,58.00,,,,70.00,53.00,,43.23,,33.00,,33.00,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T16:00:00Z,,,,,58.00,,,,70.00,53.00,,43.23,,33.00,,33.00,34.00,21.00,27.50,25.00,,14.00,
2025-02-21T17:00:00Z,,,,,58.00,,,,39.50,53.00,,14.00,,33.00,,12.46,34.00,21.00,27.50,25.00,,14.00,
