timestamp,Above 10,Above 15,Above 20,Above 22,Above 25,Above 27,Above 30,Above 35,Above 40,Above 45,Above 50,Above 55,Above 60,Above 65,Above 70,Above 75,Above 80,Above 85,Above 90,Above 95
2026-01-20T14:52:00Z,,,,,,,61.00,50.00,40.50,42.61,29.82,26.00,,8.07,5.00,2.36,9.00,3.00,2.00,3.00
2026-01-20T15:02:00Z,,,,,,,61.00,50.00,40.50,42.61,29.82,26.00,,8.07,5.00,2.36,9.00,1.00,1.00,3.00
2026-01-20T15:03:00Z,,,,,,,61.00,50.00,40.50,42.61,29.82,26.00,,8.07,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T16:16:00Z,,,,,,,61.00,50.00,40.50,42.00,29.82,26.00,,8.07,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T16:31:00Z,,,,,,,61.00,50.00,40.50,42.00,29.82,26.00,,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T16:40:00Z,,,,,,,61.00,50.00,40.50,42.00,29.82,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T16:41:00Z,,,,,,,61.00,50.00,40.50,26.00,29.82,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T16:47:00Z,,,,,,,61.07,50.00,40.50,26.00,29.82,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:00:00Z,,,,,,,61.07,50.00,40.50,26.00,29.82,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:02:00Z,,,,,,,61.07,50.00,52.90,26.00,29.82,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:08:00Z,,,,,,,61.07,50.00,52.90,26.00,33.00,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:17:00Z,,,,,,,62.00,50.00,52.90,26.00,33.00,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:26:00Z,,,,,,,62.00,50.00,52.90,26.00,33.00,26.00,8.04,21.31,5.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:27:00Z,,,,,,,59.90,50.00,52.90,25.10,33.00,13.07,7.79,7.00,3.80,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:28:00Z,,,,,,,59.00,50.00,52.90,25.10,33.00,13.07,7.79,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:31:00Z,,,,,,,59.00,50.00,52.90,25.10,33.00,13.07,7.79,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:32:00Z,,,,,,,62.00,50.00,52.90,27.00,33.00,13.07,7.79,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:36:00Z,,,,,,,62.00,50.00,52.90,22.00,33.00,13.07,7.79,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:38:00Z,,,,,,,62.00,53.00,52.90,22.00,33.00,13.07,7.79,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:41:00Z,,,,,,,62.00,53.00,52.90,20.00,33.00,13.07,7.79,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:46:00Z,,,,,,,62.00,53.00,52.90,20.00,33.00,13.00,8.00,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:47:00Z,,,,,,,62.00,53.00,52.90,24.00,33.00,13.00,8.00,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:51:00Z,,,,,,,62.00,53.00,52.90,24.00,33.00,13.00,8.00,8.00,4.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:52:00Z,,,,,,,62.00,47.00,52.90,24.00,33.00,9.00,8.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:54:00Z,,,,,,,51.00,47.00,52.90,12.00,13.00,9.00,8.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T17:55:00Z,,,,,,,51.00,32.24,30.00,12.00,13.00,9.00,8.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T18:18:00Z,,,,,,,51.00,32.24,30.00,12.00,13.00,9.00,8.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T18:39:00Z,,,,,,,51.00,32.24,27.00,12.00,13.00,9.00,8.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T18:43:00Z,,,,,,,51.00,32.24,27.00,12.00,13.00,9.00,8.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T18:49:00Z,,,,,,,51.00,32.24,27.00,12.00,13.00,9.00,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T18:50:00Z,,,,,,,51.00,38.00,27.00,12.00,13.00,9.00,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T18:57:00Z,,,,,,,51.00,38.00,27.00,12.00,13.00,8.93,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T19:12:00Z,,,,,,,51.00,39.00,27.00,12.00,13.00,8.93,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T19:28:00Z,,,,,,,51.00,39.00,27.00,12.00,13.00,8.93,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T19:29:00Z,,,,,,,52.00,39.00,27.00,12.00,13.00,8.93,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T19:37:00Z,,,,,,,52.00,39.00,27.00,12.00,16.00,8.93,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:08:00Z,,,,,,,52.00,39.00,27.00,12.00,15.00,8.93,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:09:00Z,,,,,,,52.00,39.00,27.00,21.00,15.00,13.00,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:16:00Z,,,,,,,52.00,39.00,27.00,21.00,15.00,13.00,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:21:00Z,,,,,,,52.00,39.00,27.00,21.00,11.02,13.00,6.00,6.14,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:29:00Z,,,,,,,52.00,39.00,27.00,21.00,11.02,13.00,6.00,6.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:34:00Z,,,,,,,52.00,39.00,27.00,14.00,11.02,13.00,6.00,6.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:36:00Z,,,,,,,45.38,39.00,24.00,15.00,9.00,7.00,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:50:00Z,,,,,,,45.38,34.00,24.00,15.00,9.00,7.00,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T20:59:00Z,,,,,,,45.38,34.00,24.00,15.00,9.00,7.00,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T21:25:00Z,,,,,,,47.00,34.00,24.00,15.00,9.00,7.00,6.00,3.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T21:30:00Z,,,,,,,47.00,34.00,24.00,15.00,9.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T21:32:00Z,,,,,,,47.00,34.00,25.00,15.00,9.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T21:49:00Z,,,,,,,47.00,34.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T22:00:00Z,,,,,,,49.00,34.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T22:01:00Z,,,,,,,49.00,34.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T22:07:00Z,,,,,,,44.00,34.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T22:16:00Z,,,,,,,44.00,36.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T22:24:00Z,,,,,,,50.00,36.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.00,1.00,1.00,3.00
2026-01-20T22:41:00Z,,,,,,,50.00,36.00,25.00,15.00,11.00,7.00,6.00,4.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:03:00Z,,,,,,,50.00,36.00,25.00,15.00,11.00,7.00,6.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:15:00Z,,,,,,,50.00,36.00,25.00,15.00,10.00,7.00,6.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:19:00Z,,,,,,,49.00,36.00,25.00,15.00,10.00,7.00,6.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:20:00Z,,,,,,,49.00,37.00,25.00,15.00,10.00,7.00,6.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:21:00Z,,,,,,,49.00,37.00,25.00,15.00,10.00,7.00,10.20,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:25:00Z,,,,,,,49.00,38.00,25.00,15.00,10.00,7.00,10.20,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:39:00Z,,,,,,,49.00,38.00,25.00,19.08,10.00,7.00,10.20,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:47:00Z,,,,,,,49.00,38.00,25.00,19.08,10.00,7.00,10.20,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-20T23:48:00Z,,,,,,,49.00,38.00,25.00,19.08,10.00,7.00,10.20,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:01:00Z,,,,,,,49.00,38.00,25.00,14.00,10.00,7.00,10.20,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:02:00Z,,,,,,,49.00,37.00,25.00,14.00,10.00,7.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:05:00Z,,,,,,,47.88,37.00,25.00,14.00,10.00,7.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:06:00Z,,,,,,,47.88,37.00,25.00,14.00,10.00,7.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:08:00Z,,,,,,,47.88,37.00,25.00,14.00,10.00,3.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:17:00Z,,,,,,,47.88,37.00,25.00,16.00,10.00,3.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:27:00Z,,,,,,,48.94,37.00,25.00,16.00,10.00,3.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:28:00Z,,,,,,,48.94,37.00,25.00,16.00,10.00,3.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:29:00Z,,,,,,,48.94,37.00,25.00,16.00,10.00,3.00,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:45:00Z,,,,,,,48.94,37.00,25.00,16.00,10.00,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T00:50:00Z,,,,,,,48.94,37.00,25.00,16.00,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T01:12:00Z,,,,,,,48.94,37.00,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T01:17:00Z,,,,,,,48.94,37.00,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T01:22:00Z,,,,,,,48.94,37.00,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T01:28:00Z,,,,,,,48.94,37.00,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T01:34:00Z,,,,,,,48.94,37.00,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:00:00Z,,,,,,,51.39,37.00,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:05:00Z,,,,,,,51.39,26.85,25.00,17.64,10.02,6.17,3.00,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:06:00Z,,,,,,,51.39,26.85,25.00,17.64,10.02,6.17,4.61,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:14:00Z,,,,,,,51.39,26.85,23.75,17.64,10.02,6.17,4.61,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:15:00Z,,,,,,,51.39,26.85,23.75,17.64,10.02,6.78,4.61,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:21:00Z,,,,,,,51.39,26.85,23.75,17.64,10.02,6.78,4.61,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:30:00Z,,,,,,,51.39,26.85,20.36,10.04,10.02,6.78,3.04,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:31:00Z,,,,,,,47.00,26.85,20.36,10.04,10.02,6.78,3.04,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:37:00Z,,,,,,,47.30,26.85,20.36,10.04,10.02,6.78,3.04,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T02:46:00Z,,,,,,,47.96,26.85,20.36,10.04,10.02,6.78,3.04,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T03:04:00Z,,,,,,,47.96,29.00,20.36,10.04,10.02,6.78,3.04,3.00,2.00,2.36,1.13,1.00,1.00,3.00
2026-01-21T03:12:00Z,,,,,,,47.96,29.00,20.36,10.04,10.02,6.78,3.04,3.00,2.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T03:13:00Z,,,,,,,47.96,29.00,20.36,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T03:28:00Z,,,,,,,42.04,29.00,20.36,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T03:32:00Z,,,,,,,42.04,29.00,20.00,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T03:56:00Z,,,,,,,48.87,29.00,20.00,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T03:58:00Z,,,,,,,48.84,29.00,20.00,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T04:13:00Z,,,,,,,48.94,29.00,20.00,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T04:17:00Z,,,,,,,48.98,29.00,20.00,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
2026-01-21T04:18:00Z,,,,,,,50.00,29.00,20.00,10.04,10.02,6.78,3.00,3.00,1.00,2.36,1.81,1.00,1.00,3.00
