timestamp,Above 10,Above 15,Above 20,Above 22,Above 25,Above 27,Above 30,Above 35,Above 40,Above 45,Above 50,Above 55,Above 60,Above 65,Above 70,Above 75,Above 80,Above 85,Above 90,Above 95
2026-01-16T22:00:00Z,,,,,,,,,,7.00,,,,,,,,,,7.00
2026-01-17T07:00:00Z,,,,,,,35.00,,,7.00,,,,,,,,,,7.00
2026-01-17T11:00:00Z,,,,,,,35.00,,,7.00,,,,,,,,,11.00,7.00
2026-01-17T16:00:00Z,,,,,,,35.00,,,7.00,,,,,,6.77,6.77,6.77,6.77,7.00
2026-01-17T17:00:00Z,,,,,,,35.00,,,7.00,,,,,29.00,6.77,6.77,6.77,6.77,7.00
2026-01-17T18:00:00Z,,,,,,,35.00,80.00,,7.00,,,,,29.00,6.77,6.77,6.77,6.77,7.00
2026-01-17T19:00:00Z,,,,,,,35.00,80.00,,7.00,,,,57.00,29.00,6.77,6.77,6.77,6.77,7.00
2026-01-17T21:00:00Z,,,,,,,35.00,89.00,,7.00,,,,57.00,29.00,6.77,6.77,6.77,6.77,7.00
2026-01-17T22:00:00Z,,,,,,,35.00,89.00,,7.00,48.00,,,57.00,29.00,6.77,6.77,6.77,6.77,7.00
2026-01-17T23:00:00Z,,,,,,,35.00,89.00,,7.00,48.00,,,57.00,29.00,6.77,6.77,6.77,6.77,7.00
2026-01-18T00:00:00Z,,,,,,,35.00,89.00,,7.00,48.00,,,57.00,29.00,6.77,35.00,6.77,6.77,7.00
2026-01-18T01:00:00Z,,,,,,,35.00,89.00,,7.00,48.00,,,57.00,28.00,6.77,35.00,6.77,6.77,7.00
2026-01-18T02:00:00Z,,,,,,,35.00,89.00,,7.00,47.00,,,57.00,28.00,6.77,35.00,6.77,6.77,4.00
2026-01-18T03:00:00Z,,,,,,,35.00,89.00,,7.00,52.15,,,57.00,28.00,6.77,35.00,6.77,6.77,4.00
2026-01-18T07:00:00Z,,,,,,,35.00,89.00,,7.00,52.15,,,57.00,27.00,25.00,15.00,6.77,6.77,4.00
2026-01-18T15:00:00Z,,,,,,,35.00,89.00,,7.00,52.15,,,57.00,27.00,25.00,15.00,6.77,6.77,3.00
2026-01-18T16:00:00Z,,,,,,,35.00,89.00,,7.00,48.00,,,57.00,27.00,25.00,15.00,6.77,6.77,3.00
2026-01-18T17:00:00Z,,,,,,,35.00,89.00,,7.00,48.00,,,57.00,27.00,25.00,15.00,6.77,6.77,3.00
2026-01-18T18:00:00Z,,,,,,,35.00,89.00,,7.00,43.00,,,47.00,26.00,23.00,15.00,6.77,6.77,3.00
2026-01-18T20:00:00Z,,,,,,,35.00,89.00,,7.00,26.75,,,47.00,26.00,23.00,15.00,6.77,6.77,3.00
