timestamp,Above 32,Above 35,Above 37,Above 40,Above 42,Above 45,Above 47,Above 50,Above 55,Above 60,Above 65,Above 70,Above 75,Above 80,Above 85,Above 90,Above 95
2026-03-03T16:00:00Z,,,,,,76.00,,,,,,,,12.00,7.00,7.00,7.00
2026-03-03T17:00:00Z,,,,,,76.00,,,57.00,,,,18.00,12.00,8.00,7.00,3.00
2026-03-03T18:00:00Z,,,,,,76.00,,,57.00,,,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-03T19:00:00Z,,,,,,76.00,,,53.00,,,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-03T20:00:00Z,,,,,,76.00,,,53.00,45.00,34.00,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-03T21:00:00Z,,,,,,76.00,,66.00,56.00,45.00,34.00,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-03T22:00:00Z,,,,,,76.00,,66.00,56.00,45.00,34.00,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-04T00:00:00Z,,,,,,76.00,,65.97,56.93,44.92,34.00,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-04T01:00:00Z,,,,,,76.00,,65.97,56.93,45.00,34.00,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-04T02:00:00Z,,,,,,76.00,,65.97,56.62,45.00,33.79,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-04T03:00:00Z,,,,,,76.00,,67.00,58.00,45.00,33.79,17.00,18.00,12.00,8.00,7.00,3.00
2026-03-04T04:00:00Z,,,,,,76.00,,67.00,58.00,45.00,33.79,17.00,18.00,12.00,8.00,5.00,3.00
2026-03-04T05:00:00Z,,,,,,76.00,,67.00,58.00,46.90,33.79,17.00,18.00,12.00,8.00,5.00,3.00
2026-03-04T07:00:00Z,,,,,,76.00,,67.00,58.00,46.66,33.79,17.00,18.00,12.00,8.00,5.00,3.00
2026-03-04T08:00:00Z,,,,,,76.00,,67.00,58.00,47.00,37.00,25.00,17.00,11.00,8.00,5.00,4.00
2026-03-04T13:00:00Z,,,,,,76.00,,67.00,58.00,47.00,37.00,18.00,17.00,11.00,8.00,5.00,4.00
2026-03-04T14:00:00Z,,,,,,76.00,,67.00,58.00,48.00,37.00,18.00,17.00,11.00,8.00,5.00,4.00
2026-03-04T16:00:00Z,,,,,,76.00,,67.00,58.00,48.44,37.00,18.00,17.00,11.00,8.00,5.00,4.00
2026-03-04T17:00:00Z,,,,,,76.00,,67.00,58.00,48.53,37.00,24.66,17.00,11.00,8.00,5.00,3.00
2026-03-04T19:00:00Z,,,,,,76.00,,67.00,58.00,48.00,37.00,24.66,17.00,11.00,8.00,5.00,3.00
2026-03-05T01:00:00Z,,,,,,76.00,,67.00,58.00,48.00,28.00,24.66,17.00,11.00,8.00,5.00,3.00
2026-03-05T02:00:00Z,,,,,,76.00,,67.00,58.00,49.00,28.00,24.66,17.00,11.00,8.00,5.00,3.00
2026-03-05T03:00:00Z,,,,,,76.00,,67.00,58.00,49.00,28.00,25.00,17.00,11.00,8.00,5.00,3.00
2026-03-05T05:00:00Z,,,,,,79.00,,67.00,60.00,49.00,28.00,25.00,17.00,11.00,8.00,5.00,3.00
2026-03-05T07:00:00Z,,,,,,79.00,,67.00,61.00,49.00,28.00,25.00,17.00,11.00,8.00,5.00,3.00
2026-03-05T08:00:00Z,,,,,,79.00,,67.00,61.00,49.00,28.00,25.00,17.00,11.00,8.00,5.00,3.00
2026-03-05T12:00:00Z,,,,,,79.00,,67.00,61.00,49.00,28.00,25.00,17.00,11.00,8.00,5.61,3.00
2026-03-05T13:00:00Z,,,,,,79.00,,67.00,61.00,49.00,28.00,25.00,14.33,11.00,8.00,5.61,3.00
2026-03-05T14:00:00Z,,,,,,79.00,,70.75,61.00,49.00,28.00,25.00,14.33,11.00,8.00,5.61,3.00
2026-03-05T19:00:00Z,,,,,,79.00,,70.75,62.00,51.09,40.87,25.00,19.14,11.00,8.00,5.61,3.00
2026-03-05T20:00:00Z,,,,,,79.00,,70.75,62.00,52.89,40.87,25.00,19.14,11.00,7.00,8.00,3.00
2026-03-05T21:00:00Z,,,,,,79.00,,70.75,62.00,52.89,40.87,25.00,19.14,14.87,7.00,8.00,3.00
2026-03-05T22:00:00Z,,,,,,79.00,,70.75,62.00,52.89,40.87,25.00,19.14,20.00,7.00,8.00,3.00
2026-03-05T23:00:00Z,,,,,,79.00,,70.75,62.00,52.89,40.87,23.84,19.14,24.84,7.00,8.00,3.00
2026-03-06T00:00:00Z,,,,,,79.00,,70.75,62.00,52.89,40.87,25.00,19.14,23.45,7.00,8.00,3.00
2026-03-06T02:00:00Z,,,,,,79.00,,70.75,62.00,57.00,48.00,25.00,19.14,23.45,7.00,8.00,3.00
2026-03-06T07:00:00Z,,,,,,80.00,,70.75,62.00,56.00,45.00,36.00,19.14,23.45,7.00,8.00,3.00
2026-03-06T12:00:00Z,,,,,,80.00,,70.75,65.00,56.00,45.00,30.35,19.14,23.45,7.00,8.00,3.00
2026-03-06T13:00:00Z,,,,,,80.00,,70.75,67.99,60.00,45.00,30.35,19.14,23.45,7.00,8.00,3.00
2026-03-06T14:00:00Z,,,,,,80.00,,70.75,60.63,60.00,45.00,31.00,19.14,10.24,5.00,8.00,3.00
2026-03-06T19:00:00Z,,,,,,80.00,,70.75,60.63,57.00,45.00,31.00,19.14,10.24,5.00,8.00,3.00
