ticker,event_ticker,movie_name,floor_strike,strike_type,result,open_time,close_time,settlement_ts,captured_at,candle_rows,slug,total_at_close,fresh_at_close,score_self,lastday_daylevel,as_of_id,db_joined
KXRT-ANI-80,KXRT-ANI,Animal Farm,80,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,2237,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-75,KXRT-ANI,Animal Farm,75,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,3521,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-70,KXRT-ANI,Animal Farm,70,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,2378,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-65,KXRT-ANI,Animal Farm,65,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,3833,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-60,KXRT-ANI,Animal Farm,60,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,3207,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-55,KXRT-ANI,Animal Farm,55,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,4537,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-50,KXRT-ANI,Animal Farm,50,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,5209,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-45,KXRT-ANI,Animal Farm,45,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,3633,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-40,KXRT-ANI,Animal Farm,40,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,5758,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-35,KXRT-ANI,Animal Farm,35,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,6222,animal_farm_2025,45,9,20,0,649484,True
KXRT-ANI-30,KXRT-ANI,Animal Farm,30,greater,no,2026-04-07T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:38:31.500701Z,2026-06-10T03:44:43Z,4440,animal_farm_2025,45,9,20,0,649484,True
KXRT-BAC-89,KXRT-BAC,Backrooms,89,greater,no,2026-05-29T20:20:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,2533,backrooms,139,112,81,8,649484,True
KXRT-BAC-82,KXRT-BAC,Backrooms,82,greater,yes,2026-05-28T01:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,751,backrooms,139,112,81,8,649484,True
KXRT-BAC-77,KXRT-BAC,Backrooms,77,greater,yes,2026-05-28T01:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,340,backrooms,139,112,81,8,649484,True
KXRT-BAC-72,KXRT-BAC,Backrooms,72,greater,yes,2026-05-28T01:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,110,backrooms,139,112,81,8,649484,True
KXRT-BAC-88,KXRT-BAC,Backrooms,88,greater,yes,2026-05-28T01:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,3661,backrooms,139,112,81,8,649484,True
KXRT-BAC-95,KXRT-BAC,Backrooms,95,greater,no,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,10710,backrooms,139,112,81,8,649484,True
KXRT-BAC-90,KXRT-BAC,Backrooms,90,greater,no,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,10766,backrooms,139,112,81,8,649484,True
KXRT-BAC-85,KXRT-BAC,Backrooms,85,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,12155,backrooms,139,112,81,8,649484,True
KXRT-BAC-80,KXRT-BAC,Backrooms,80,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,15240,backrooms,139,112,81,8,649484,True
KXRT-BAC-75,KXRT-BAC,Backrooms,75,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,15136,backrooms,139,112,81,8,649484,True
KXRT-BAC-70,KXRT-BAC,Backrooms,70,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,12206,backrooms,139,112,81,8,649484,True
KXRT-BAC-65,KXRT-BAC,Backrooms,65,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,11503,backrooms,139,112,81,8,649484,True
KXRT-BAC-60,KXRT-BAC,Backrooms,60,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,2030,backrooms,139,112,81,8,649484,True
KXRT-BAC-55,KXRT-BAC,Backrooms,55,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,711,backrooms,139,112,81,8,649484,True
KXRT-BAC-50,KXRT-BAC,Backrooms,50,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,1067,backrooms,139,112,81,8,649484,True
KXRT-BAC-45,KXRT-BAC,Backrooms,45,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,232,backrooms,139,112,81,8,649484,True
KXRT-BAC-40,KXRT-BAC,Backrooms,40,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,428,backrooms,139,112,81,8,649484,True
KXRT-BAC-35,KXRT-BAC,Backrooms,35,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,349,backrooms,139,112,81,8,649484,True
KXRT-BAC-30,KXRT-BAC,Backrooms,30,greater,yes,2026-04-24T14:00:00Z,2026-06-01T14:00:00Z,2026-06-01T15:10:10.639642Z,2026-06-10T03:44:43Z,441,backrooms,139,112,81,8,649484,True
KXRT-BIL-87,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),87,greater,yes,2026-04-30T16:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,2781,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-85,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),85,greater,yes,2026-04-30T16:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,973,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-99,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),99,greater,no,2026-04-30T16:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,3210,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-97,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),97,greater,no,2026-04-30T16:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,1293,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-95,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),95,greater,no,2026-04-30T16:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,2106,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-92,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),92,greater,yes,2026-04-30T16:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,3061,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-90,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),90,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,6799,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-80,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),80,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,1549,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-70,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),70,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,267,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-60,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),60,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,193,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-50,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),50,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,123,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-5,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),5,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,182,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-40,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),40,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,151,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-30,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),30,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,162,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-25,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),25,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,107,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-20,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),20,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,705,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-15,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),15,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,332,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-BIL-10,KXRT-BIL,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),10,greater,yes,2026-04-24T14:00:00Z,2026-05-11T14:00:00Z,2026-05-11T15:15:35.847082Z,2026-06-10T03:44:43Z,76,billie_eilish_hit_me_hard_and_soft_the_tour_live_in_3d,60,56,93,0,649484,True
KXRT-DEV-82,KXRT-DEV,The Devil Wears Prada 2,82,greater,no,2026-04-30T16:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,342,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-77,KXRT-DEV,The Devil Wears Prada 2,77,greater,no,2026-04-29T18:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,3739,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-72,KXRT-DEV,The Devil Wears Prada 2,72,greater,yes,2026-04-29T18:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,814,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-67,KXRT-DEV,The Devil Wears Prada 2,67,greater,yes,2026-04-29T18:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,506,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-95,KXRT-DEV,The Devil Wears Prada 2,95,greater,no,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,310,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-90,KXRT-DEV,The Devil Wears Prada 2,90,greater,no,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,542,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-85,KXRT-DEV,The Devil Wears Prada 2,85,greater,no,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,3774,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-80,KXRT-DEV,The Devil Wears Prada 2,80,greater,no,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,8583,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-75,KXRT-DEV,The Devil Wears Prada 2,75,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,9336,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-70,KXRT-DEV,The Devil Wears Prada 2,70,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,10558,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-65,KXRT-DEV,The Devil Wears Prada 2,65,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,8463,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-60,KXRT-DEV,The Devil Wears Prada 2,60,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,6403,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-55,KXRT-DEV,The Devil Wears Prada 2,55,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,6089,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-50,KXRT-DEV,The Devil Wears Prada 2,50,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,4217,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DEV-45,KXRT-DEV,The Devil Wears Prada 2,45,greater,yes,2026-03-31T14:00:00Z,2026-05-04T14:00:00Z,2026-05-04T15:37:41.51476Z,2026-06-10T03:44:43Z,3309,the_devil_wears_prada_2,238,184,77,0,649484,True
KXRT-DRA-72,KXRT-DRA,The Drama,72,greater,yes,2026-03-31T16:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,1369,the_drama,174,134,77,0,649484,True
KXRT-DRA-82,KXRT-DRA,The Drama,82,greater,no,2026-03-31T16:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,1955,the_drama,174,134,77,0,649484,True
KXRT-DRA-77,KXRT-DRA,The Drama,77,greater,no,2026-03-31T16:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,3121,the_drama,174,134,77,0,649484,True
KXRT-DRA-95,KXRT-DRA,The Drama,95,greater,no,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,1903,the_drama,174,134,77,0,649484,True
KXRT-DRA-90,KXRT-DRA,The Drama,90,greater,no,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,3492,the_drama,174,134,77,0,649484,True
KXRT-DRA-85,KXRT-DRA,The Drama,85,greater,no,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,5306,the_drama,174,134,77,0,649484,True
KXRT-DRA-80,KXRT-DRA,The Drama,80,greater,no,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,7488,the_drama,174,134,77,0,649484,True
KXRT-DRA-75,KXRT-DRA,The Drama,75,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,7258,the_drama,174,134,77,0,649484,True
KXRT-DRA-70,KXRT-DRA,The Drama,70,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,4708,the_drama,174,134,77,0,649484,True
KXRT-DRA-65,KXRT-DRA,The Drama,65,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,1762,the_drama,174,134,77,0,649484,True
KXRT-DRA-60,KXRT-DRA,The Drama,60,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,1376,the_drama,174,134,77,0,649484,True
KXRT-DRA-55,KXRT-DRA,The Drama,55,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,2534,the_drama,174,134,77,0,649484,True
KXRT-DRA-50,KXRT-DRA,The Drama,50,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,1151,the_drama,174,134,77,0,649484,True
KXRT-DRA-45,KXRT-DRA,The Drama,45,greater,yes,2026-03-03T15:00:00Z,2026-04-06T14:00:00Z,2026-04-06T15:24:13.687614Z,2026-06-10T03:44:43Z,94,the_drama,174,134,77,0,649484,True
KXRT-INT-57,KXRT-INT,In the Grey,57,greater,no,2026-05-16T00:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,46,in_the_grey,31,13,42,2,649484,True
KXRT-INT-52,KXRT-INT,In the Grey,52,greater,no,2026-05-16T00:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,372,in_the_grey,31,13,42,2,649484,True
KXRT-INT-47,KXRT-INT,In the Grey,47,greater,no,2026-05-16T00:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,1746,in_the_grey,31,13,42,2,649484,True
KXRT-INT-95,KXRT-INT,In the Grey,95,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,128,in_the_grey,31,13,42,2,649484,True
KXRT-INT-90,KXRT-INT,In the Grey,90,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,212,in_the_grey,31,13,42,2,649484,True
KXRT-INT-85,KXRT-INT,In the Grey,85,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,578,in_the_grey,31,13,42,2,649484,True
KXRT-INT-80,KXRT-INT,In the Grey,80,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,1054,in_the_grey,31,13,42,2,649484,True
KXRT-INT-75,KXRT-INT,In the Grey,75,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,1488,in_the_grey,31,13,42,2,649484,True
KXRT-INT-70,KXRT-INT,In the Grey,70,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,2277,in_the_grey,31,13,42,2,649484,True
KXRT-INT-65,KXRT-INT,In the Grey,65,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,2334,in_the_grey,31,13,42,2,649484,True
KXRT-INT-60,KXRT-INT,In the Grey,60,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,6573,in_the_grey,31,13,42,2,649484,True
KXRT-INT-55,KXRT-INT,In the Grey,55,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,5271,in_the_grey,31,13,42,2,649484,True
KXRT-INT-50,KXRT-INT,In the Grey,50,greater,no,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,5637,in_the_grey,31,13,42,2,649484,True
KXRT-INT-45,KXRT-INT,In the Grey,45,greater,yes,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,6210,in_the_grey,31,13,42,2,649484,True
KXRT-INT-40,KXRT-INT,In the Grey,40,greater,yes,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,4407,in_the_grey,31,13,42,2,649484,True
KXRT-INT-35,KXRT-INT,In the Grey,35,greater,yes,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,1760,in_the_grey,31,13,42,2,649484,True
KXRT-INT-30,KXRT-INT,In the Grey,30,greater,yes,2026-04-17T14:00:00Z,2026-05-18T14:00:00Z,2026-05-18T15:34:01.570586Z,2026-06-10T03:44:43Z,676,in_the_grey,31,13,42,2,649484,True
KXRT-LEE-95,KXRT-LEE,Lee Cronin's The Mummy,95,greater,no,2026-04-07T14:00:00Z,2026-04-20T14:00:00Z,2026-04-20T15:33:13.023871Z,2026-06-10T03:44:43Z,216,lee_cronins_the_mummy,133,62,47,0,649484,True
KXRT-LEE-90,KXRT-LEE,Lee Cronin's The Mummy,90,greater,no,2026-04-07T14:00:00Z,2026-04-20T14:00:00Z,2026-04-20T15:33:13.023871Z,2026-06-10T03:44:43Z,396,lee_cronins_the_mummy,133,62,47,0,649484,True
