timestamp,Above 75,Above 80,Above 85,Above 90,Above 92,Above 95
2024-03-29T00:00:00Z,,,,,,18.00
2024-03-29T13:00:00Z,90.00,,,48.81,,20.81
2024-03-29T15:00:00Z,90.00,,,48.81,,19.00
2024-03-29T16:00:00Z,90.00,,,48.81,,16.23
2024-03-29T19:00:00Z,90.00,,,41.00,,16.23
2024-03-30T00:00:00Z,90.00,,,45.63,,19.00
2024-03-30T03:00:00Z,90.00,,,46.00,,19.00
2024-03-30T14:00:00Z,90.00,,,44.00,,19.00
2024-03-30T19:00:00Z,90.00,,,40.82,,13.12
2024-03-30T23:00:00Z,90.00,,69.00,47.00,,13.12
2024-03-31T00:00:00Z,90.00,,69.00,47.00,,17.00
2024-03-31T18:00:00Z,86.00,,69.00,47.00,,17.00
2024-03-31T19:00:00Z,86.00,84.00,69.00,47.00,,17.00
2024-03-31T20:00:00Z,86.00,84.00,63.00,38.00,,17.00
2024-03-31T22:00:00Z,88.17,86.40,61.39,38.00,,17.00
2024-04-01T00:00:00Z,88.17,86.40,64.00,40.58,,17.00
2024-04-01T01:00:00Z,90.00,86.40,64.00,40.58,,17.00
2024-04-01T02:00:00Z,90.00,86.40,64.00,40.58,,17.00
2024-04-01T04:00:00Z,90.00,86.40,64.00,40.58,,10.00
2024-04-01T13:00:00Z,90.00,86.40,64.00,40.58,,10.00
2024-04-01T15:00:00Z,90.00,86.40,60.00,40.58,,10.00
2024-04-01T16:00:00Z,90.00,86.40,60.00,40.58,,15.00
2024-04-01T17:00:00Z,90.00,86.40,57.00,38.00,,15.00
2024-04-01T18:00:00Z,90.00,86.40,57.00,44.00,,15.00
2024-04-01T22:00:00Z,90.00,86.40,57.00,38.00,,15.00
2024-04-02T00:00:00Z,90.00,86.40,64.00,38.00,,15.00
2024-04-02T01:00:00Z,90.00,86.00,64.00,38.00,,15.00
2024-04-02T02:00:00Z,90.00,86.00,64.00,37.80,,15.00
2024-04-02T03:00:00Z,89.40,86.00,64.00,37.80,,15.00
2024-04-02T04:00:00Z,89.40,86.00,64.00,36.00,,15.00
2024-04-02T14:00:00Z,89.40,86.00,64.00,40.00,,15.00
2024-04-02T15:00:00Z,89.40,86.00,64.00,37.00,,10.00
2024-04-02T17:00:00Z,90.00,86.00,64.00,37.00,,10.00
2024-04-02T19:00:00Z,90.00,86.00,59.00,37.00,25.04,10.00
2024-04-02T21:00:00Z,90.00,86.00,59.00,37.00,19.46,10.00
2024-04-02T22:00:00Z,89.62,87.00,59.00,37.00,22.00,10.00
2024-04-03T00:00:00Z,89.62,87.00,60.98,37.00,22.00,10.00
2024-04-03T01:00:00Z,92.00,84.00,63.56,38.63,16.86,10.00
2024-04-03T02:00:00Z,92.00,84.00,64.00,38.63,16.86,10.00
2024-04-03T03:00:00Z,92.00,84.00,64.00,38.63,16.86,10.00
2024-04-03T04:00:00Z,92.00,84.00,60.00,39.00,16.86,10.00
2024-04-03T13:00:00Z,92.00,84.00,60.18,39.85,16.86,10.00
2024-04-03T17:00:00Z,92.00,84.00,60.18,41.44,16.86,10.00
2024-04-03T18:00:00Z,92.00,84.00,63.00,41.44,16.00,10.00
2024-04-03T22:00:00Z,92.00,84.00,63.00,41.44,16.00,10.00
2024-04-03T23:00:00Z,93.23,90.00,66.11,41.44,16.00,10.00
2024-04-04T01:00:00Z,93.23,90.00,69.00,45.00,16.00,10.00
